,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3),a_H2(mol/(mm^2 bar s)),a_N2(mol/(mm^2 bar s)),P_H2(Barrer),P_N2(Barrer),Pu_ret_0.7,Pu_perm_0.7
5630,XEXMAQ_clean,3.48e-08,1.27e-08,6,2,6.453499404,0.078615745,1120.863566,5.593900754646484e-09,7.460617056083152e-11,1233948.6958779008,16457.243506065777,0.5398672088924971,0.9927059934078641
5631,XEXMEU_clean,3.71e-08,1.44e-08,6,2,5.855110424,0.073167187,1054.615656,5.09085467955925e-09,7.407673047905248e-11,1122982.649902776,16340.455252732165,0.5673429228938048,0.9924194662170788
5632,XEYMAR_clean,5.97e-08,7.18e-09,6,2,5.222543389,0.941868051,1343.523487,9.308702208630783e-09,6.057152579923409e-10,2053390.1930803198,133613.65985125166,0.299227685537436,0.9503263891490165
5633,XICNOO_clean,5.88e-08,6.13e-09,6,2,13.82046158,1.536505942,903.2940381,1.631234898403203e-08,5.671952737921162e-10,3598312.275889418,125116.60451296682,0.05815177155214849,0.9411306125162598
5634,XICNOO01_clean,5.78e-08,6.62e-09,6,2,13.94932281,1.607056769,908.8531284,1.628403982246562e-08,6.446020097857297e-10,3592067.607896828,142191.61980567567,0.057654576756068575,0.9337506700455221
5635,XICNOO02_clean,6.07e-08,6.64e-09,6,2,13.84216444,1.538519507,902.5986717,1.6852908837460362e-08,6.147160003329458e-10,3717553.420028021,135599.11772050272,0.05527376316489286,0.9356298995364735
5636,XICYAL_clean,3.4e-08,8.29e-09,6,2,5.166684642,0.288945092,1105.851009,4.316929698541715e-09,1.7659370243434562e-10,952263.9040900843,38954.493184046834,0.6093175022983167,0.9805688006190689
5637,XICYIT_SL,1.54e-08,5.89e-09,6,2,13.36839346,0.445298771,1332.334731,6.0953798561831425e-09,2.3296403584261686e-10,1344569.085922752,51389.125553518425,0.5156787658750347,0.9786326014158703
5638,XICYUF_clean,3.33e-08,3.21e-09,6,2,12.02139349,1.597580494,993.0279247,8.833808777738825e-09,3.394985970945764e-10,1948634.2892070937,74889.39641792126,0.3306903240412142,0.9712057300036493
5639,XIDBUJ_clean,4.03e-08,6.93e-09,6,2,7.457652989,1.119403722,1095.461089,7.316302604177243e-09,5.665336077937411e-10,1613890.2803332154,124970.64877803113,0.4457160188662416,0.9532310282257747
5640,XIDMED_clean,9.06e-08,1.71e-08,6,2,8.829506778,0.414523522,1211.193346,2.1531069580724007e-08,5.723576700318486e-10,4749500.642806767,126255.36838937836,0.0487008789366402,0.933995276632399
5641,XIDSUZ_clean,1.78e-07,3.32e-08,6,2,2.845352923,0.511785388,493.2630448,5.551651676592483e-09,5.58744532208785e-10,1224629.0463071654,123252.47034017317,0.5585537204201773,0.949774434222587
5642,XIGFOJ_manual,5.69e-08,9.66e-09,6,2,5.013064949,0.53821206,692.0331397,4.386619614098719e-09,2.398646146187959e-10,967636.6795805997,52911.312048263804,0.6081494232302445,0.9741876862550131
5643,XIGHAX_clean,9.76e-08,2.44e-08,6,2,0.888558212,0.216481293,1282.072637,2.470789915349246e-09,4.514727806090256e-10,545027.1872093925,99589.5839578733,0.6922453040084264,0.9313055407306378
5644,XIGHEB_clean,1e-07,2.34e-08,6,2,0.873959307,0.212594571,1263.949304,2.4547561284599384e-09,4.1918566567742065e-10,541490.3224543981,92467.4262523722,0.6918284750676849,0.935388470220595
5645,XIGHIF_clean,1.02e-07,2.43e-08,6,2,0.903244015,0.21390002,1311.756419,2.6856285717590533e-09,4.5454725329994994e-10,592418.0672997911,100267.77646322426,0.6849122693035254,0.9350111886094127
5646,XIHRIQ_clean,2.3e-08,2.43e-09,6,2,4.239820338,0.482709635,1105.977502,2.396674574356685e-09,8.648629140199837e-11,528678.2149316217,19077.85839749964,0.6838785600886159,0.9851702818191457
5647,XIHSAJ_clean,1.98e-08,5.67e-09,6,2,12.19972764,0.992231559,1014.201955,5.444114554100436e-09,3.8039016466728813e-10,1200907.6222280373,83909.59514719591,0.5585176581969319,0.9644048968112112
5648,XIHSAJ01_clean,1.98e-08,5.99e-09,6,2,12.16271765,1.028804406,1030.525316,5.514954917861412e-09,4.2337678824774005e-10,1216534.1730576642,93391.9385840603,0.5560092605503095,0.9609113172339298
5649,XIHSEN_clean,1.47e-08,4.28e-09,6,2,11.31762782,1.186167366,1090.916765,4.033219376763678e-09,3.6922414833649633e-10,889680.7448743407,81446.50330952126,0.628685677693254,0.9592599539064735
5650,XIHSEN01_clean,1.5e-08,4.29e-09,6,2,11.08955809,1.131677854,1084.771722,4.009879675169444e-09,3.510970704477936e-10,884532.2812873775,77447.88318701329,0.629122489700113,0.9609778805745984
5651,XILDUT_clean,5.4e-08,1.4e-08,6,2,7.64760331,0.086367975,1325.820208,1.2167216413398826e-08,1.0687451280710289e-10,2683944.7970732707,23575.260178037403,0.13929561464257878,0.9897732257793072
5652,XILLEL_clean,7.55e-08,2.01e-08,6,2,3.399460633,0.684357468,988.6918801,5.63904319788414e-09,9.0666902007451e-10,1243906.5877685603,200000.51913408306,0.5656121161689237,0.9236815165509646
5653,XILLIP_clean,7.22e-08,1.63e-08,6,2,3.541039809,0.710832135,699.1289104,3.972032144484707e-09,5.400334483415765e-10,876183.5612833913,119125.02536946541,0.637045564049287,0.941854603419514
5654,XILSUI_clean,5.91e-08,1.08e-08,6,2,6.562431297,0.790373874,833.164581,7.180762056103597e-09,4.74128292646481e-10,1583991.6300228522,104587.1233779002,0.45256155757894584,0.960138781379185
5655,XILTAP_clean,4.85e-08,1.04e-08,6,2,7.12159418,0.670436154,893.171354,6.85553310988605e-09,4.1517796142418795e-10,1512249.950710158,91583.37384357088,0.4729604343577054,0.9644000366431132
5656,XILVIZ_clean,5.62e-08,1.07e-08,6,2,6.577815205,0.697853229,848.7476898,6.972428595680857e-09,4.2250827203236386e-10,1538035.7196354833,93200.35412478614,0.4653173059499999,0.9639578361838667
5657,XINRAP_clean,7.51e-08,1.81e-08,6,2,3.192696183,0.121661859,997.8622529,5.316864723336004e-09,1.4649147723458221e-10,1172837.806618236,32314.2964488049,0.557646909618129,0.9855313680111092
5658,XINWUO_clean,9.49e-08,1.5e-08,6,2,0.919785919,0.168920669,1098.450031,2.130692419568287e-09,1.8555091409959075e-10,470005.68078712205,40930.348698439135,0.6957294489529277,0.9659919156885367
5659,XINZEB_clean,5.79e-08,1.08e-08,6,2,7.996011891,0.126979812,1489.915136,1.5328547831994124e-08,1.3621618358296882e-10,3381297.3158810567,30047.68755506665,0.06985897539264636,0.985527136324077
5660,XIPGUA_clean,1.66e-08,1.13e-09,6,2,5.887272231,0.360566134,2955.397726,6.418382977772216e-09,8.027643038138125e-11,1415819.774508577,17708.036113539983,0.49092419145285704,0.9925694632270244
5661,XISKUF_clean,1.26e-08,4.63e-09,6,2,1.932014479,0.332862922,1937.864863,1.0483152326251787e-09,1.991033840148669e-10,231246.00719673056,43919.864120926526,0.7284691444042535,0.934179372317156
5662,XISLAM_clean,1.71e-08,6.05e-09,6,2,1.921728641,0.348405911,1936.189414,1.4139156474882264e-09,2.720805341168013e-10,311893.15753416764,60017.76487870616,0.7201790396921984,0.9321238697774746
5663,XISVUR_clean,2.76e-08,3.07e-09,6,2,11.5318218,0.779513061,1174.809482,8.309252071829575e-09,1.8742950397968855e-10,1832923.251138877,41344.7435249313,0.3657168772383998,0.9837452441476268
5664,XISXEE_clean,5.42e-08,8.52e-09,6,2,12.17084603,1.204308904,665.4063078,9.754262853414507e-09,4.5516949303642105e-10,2151675.6294296705,100405.03522862228,0.26661183911242464,0.9614989516545687
5665,XITYOP_clean,6.44e-08,4.8e-09,6,2,11.78077834,1.996939815,828.9172442,1.3975215474630576e-08,5.296953114505784e-10,3082768.1194038037,116844.55399645113,0.08350045323026918,0.9487125219302596
5666,XIVMEW_clean,1.01e-08,2.59e-09,6,2,7.519740633,1.815504814,1549.465006,2.6151312699289075e-09,4.857218966513617e-10,576867.1918960826,107144.53602603565,0.6883177328447594,0.9297154001851802
5667,XIVMEW01_clean,1.14e-08,4.35e-09,6,2,8.612978451,1.456456655,1347.517511,2.940221952095666e-09,5.691542455212459e-10,648578.3717858087,125548.7306296866,0.6792905995460953,0.9257050654912601
5668,XIWLAQ_clean,4.08e-08,1.76e-08,6,2,3.222530565,0.029979353,2292.080147,6.696910486897723e-09,8.062569366861372e-11,1477259.6662274387,17785.079485723614,0.4732741042171063,0.9926341963232754
5669,XIWYEH_clean,1.45e-08,6.14e-09,6,2,2.044252523,0.059264799,2348.791103,1.5471571334547046e-09,5.697945894929463e-11,341284.661791479,12568.99829763852,0.7103171113537498,0.985736264027887
5670,XIYYEL_clean,1.48e-07,1.21e-08,6,2,23.58251012,2.324895096,722.2073598,5.6014587354241176e-08,1.354438788269263e-09,12356158.975200258,298773.2621182198,0.04298398509912546,0.8368803557951598
5671,XIZJEW_clean,8.79e-09,2.14e-09,6,2,2.989555997,0.241797386,1714.78345,1.0013648372837519e-09,5.915390222262479e-11,220889.3023420041,13048.654902049588,0.7260385709572498,0.9781825146963458
5672,XOBXIW_clean,3.66e-09,9.34e-10,6,2,4.167190459,0.013207653,1893.512448,6.417709965940046e-10,1.5572180606877656e-12,141567.13160161866,343.5039839752424,0.7341351757202016,0.9990980794027791
5673,XODPUD_clean,9.3e-08,1.67e-08,6,2,10.22474038,0.872220813,622.2662698,1.314918951560114e-08,6.042656654788091e-10,2900556.510794369,133293.89679679612,0.1005257426838649,0.9437352393325696
5674,XOGXAU_clean,1.62e-08,3.14e-09,6,2,4.670648597,0.676925646,1229.161038,2.066752539943835e-09,1.7417593181430715e-10,455901.295575846,38421.161429626576,0.697477120346452,0.9671689599446114
5675,XOHLEM_clean,2.98e-08,3e-09,6,2,10.52575742,0.586867326,1339.146286,9.334372508858495e-09,1.5718023999753025e-10,2059052.7593070206,34672.11176416108,0.2934588965981769,0.9862096545374941
5676,XOJWEZ_clean,5.73e-09,2.12e-09,6,2,1.158597438,0.311116699,1412.571091,2.083938921212425e-10,6.21123896307778e-11,45969.24090909761,13701.262418553926,0.7465424604017611,0.9052210019322378
5677,XOJWOJ_clean,1.88e-08,4.78e-09,6,2,6.923394755,0.327497936,1206.388874,3.48940800825664e-09,1.2590197071114536e-10,769722.354762494,27772.49353922324,0.6439885910405455,0.9839066629701558
5678,XOLGEM_clean,3.5e-08,5.18e-09,6,2,11.55389263,0.168433102,1125.610472,1.0115141972982374e-08,6.547176857552645e-11,2231281.3175696414,14442.301891660245,0.24227514733380626,0.9940863243358934
5679,XOMCIN_clean,7.09e-08,1.59e-08,6,2,11.34801221,0.935499972,995.1042353,1.779189023065921e-08,9.867751833158453e-10,3924681.668527767,217670.99631967177,0.05041181812113721,0.8987192521623645
5680,XOMCOT_clean,2.21e-08,5.52e-09,6,2,5.088827232,0.715168211,1128.069277,2.819247720133363e-09,2.968874175115445e-10,621892.879441183,65489.871509899516,0.675314951938206,0.9574662359881626
5681,XOMCUZ_clean,1.57e-08,2.42e-09,6,2,1.428985815,0.059758242,1473.645283,7.346965740056441e-10,1.4207408832912498e-11,162065.42073653915,3133.987242554227,0.7320286544456768,0.9928309311562131
5682,XOMHEO_clean,1.48e-08,2.26e-09,6,2,15.46334274,2.354183887,1283.182364,6.525908281074233e-09,4.5514098497531293e-10,1439538.5914134337,100398.74668573079,0.49588301446117383,0.9607207213374555
5683,XOMJUE_clean,7.47e-09,3.71e-09,6,2,5.853123728,0.464834377,1216.799218,1.1822646782645494e-09,1.3989423299112435e-10,260793.67902894472,30859.021983336253,0.7231837666346176,0.9571716992838953
5684,XOMNEU_clean,1.98e-08,2.81e-09,6,2,4.377729935,0.540148297,1214.54566,2.3394592730107856e-09,1.2289718022376348e-10,516057.1925759086,27109.67210818312,0.6869224930112964,0.9787314246533303
5685,XONGUD_clean,3.67e-08,6.91e-09,6,2,5.385959888,0.018580497,2684.589713,1.1792193224785874e-08,2.297851911737434e-11,2601219.093702766,5068.790981773752,0.1552089012197928,0.9978046381852458
5686,XONLES_clean,1.96e-07,3.18e-08,6,2,5.07239034,1.149590115,301.1297853,6.652883812271797e-09,7.33892747967459e-10,1467547.8997658375,161888.10616929244,0.4965105081152924,0.939837937526017
5687,XONLES01_clean,1.95e-07,2.79e-08,6,2,5.042221135,1.126973931,303.1767503,6.624298278014204e-09,6.355104669765174e-10,1461242.2672090156,140186.1324212906,0.4952319041004103,0.9469989415530427
5688,XOPJAO_clean,2.61e-08,3.18e-09,6,2,4.40783404,0.592734468,1242.510134,3.1765315089402934e-09,1.5613345965135292e-10,700705.4799133,34441.20433485726,0.6574676194956598,0.9788087644432693
5689,XOPLOE_clean,7.3e-08,6.1e-09,6,2,9.223927335,0.862193185,991.233967,1.4832091468937793e-08,3.4755163624241876e-10,3271784.8828539248,76665.80211229825,0.07300511146336446,0.9645861059072003
5690,XOPMIA_clean,2.6e-08,5.82e-09,6,2,5.25015406,0.36017793,1051.807,3.190574857245487e-09,1.469890151915699e-10,703803.2773335633,32424.04746872865,0.6566309540078258,0.9800710311020434
5691,XOPVOO_clean,2.89e-08,4.92e-10,6,2,4.509592704,2.784337039,3208.247552,9.291600308118096e-09,2.9299723364952147e-10,2049617.7150260506,64631.742716806206,0.2976226145502977,0.9748361212837889
5692,XOQXIL_clean,2.49e-08,4.19e-09,6,2,4.091660028,0.936911321,1051.844868,2.3814313531357364e-09,2.7527891189100954e-10,525315.7396622949,60723.289387722696,0.6900338658249678,0.9549344881814913
5693,XORHET_clean,2.37e-08,5.15e-09,6,2,1.695631809,0.266119162,1223.339931,1.0924826261176916e-09,1.1177360773240788e-10,240988.8145847849,24655.942882148796,0.7249323787724496,0.9628531204540645
5694,XOSPOK_clean,6.46e-08,1.04e-08,6,2,5.643122037,0.209834824,1948.496686,1.5784801252691317e-08,2.834779716921661e-10,3481941.4527995554,62531.90552033075,0.06422725134427903,0.9700150583844659
5695,XOTSEG_clean,3.75e-08,9.28e-09,6,2,7.779193641,1.822904758,828.0751355,5.368130690293178e-09,9.338786353077098e-10,1184146.4757999657,206002.6401414066,0.5818645205848718,0.9201327208980755
5696,XOTSIK_clean,3.44e-08,6.38e-09,6,2,7.487105564,1.817605849,961.2931161,5.501938322525334e-09,7.431645132615306e-10,1213662.8652629412,163933.34851357294,0.5677300239974755,0.9350435459518326
5697,XOTXUB_clean,1.63e-08,2.28e-09,6,2,1.821414794,0.032420776,1217.023178,8.029394565137014e-10,5.997439047793411e-12,177118.9977603753,1322.9644958367817,0.7299997329372984,0.9972013629635175
5698,XOTZIR_clean,1.69e-08,5.38e-09,6,2,5.007592886,1.326451174,1333.738501,2.508267741260515e-09,6.345311881651482e-10,553294.3546898194,139970.11503642975,0.6964183186656822,0.9086439551747748
5699,XOVPIH_clean,1.64e-08,1.6e-09,6,2,6.033427069,0.302372271,1510.352889,3.3210379037656273e-09,4.871347552622304e-11,732581.8905365354,10745.61960137273,0.6483486011636234,0.9934351058314442
5700,XOVPON_clean,1.47e-08,2.8e-09,6,2,8.186633649,0.155130469,1290.551505,3.451322309689526e-09,3.737138724467042e-11,761321.0977256307,8243.688362794945,0.6427064351398093,0.9950879803274149
5701,XOVPUU_clean,1.57e-07,2.82e-08,6,2,5.747984665,0.789144855,404.9547552,8.120994988813853e-09,6.007877677588653e-10,1791395.9534148206,132526.7134762203,0.3879314802187084,0.9511572012875847
5702,XOVQAB_clean,9.08e-08,1.56e-08,6,2,7.937005497,0.672136886,610.2105161,9.772590560703378e-09,4.265507959397431e-10,2155718.50603751,94092.08733964922,0.2652512221542885,0.9637545131289664
5703,XOVQEF_SL,1.3e-07,2.51e-08,6,2,6.220134633,0.751940365,433.6582274,7.792525170837708e-09,5.456491104993245e-10,1718939.3759200824,120363.77437485098,0.4108965067440782,0.9551537027457219
5704,XOVQIJ_clean,2.18e-08,4.3e-09,6,2,7.39107968,0.532936809,925.0997885,3.3123822271744738e-09,1.4133232239639927e-10,730672.5501120163,31176.247587441016,0.6516450316049226,0.9813232308703876
5705,XOVVEK_clean,3.61e-09,2.82e-09,6,2,3.055986927,0.140398771,1597.96259,3.9175341229775503e-10,4.2178172943115664e-11,86416.19388921067,9304.008737451984,0.7415512411594335,0.9625358426078411
5706,XOVVOU_clean,3.67e-08,8.06e-09,6,2,6.317741581,0.664709017,1072.770924,5.527419192785401e-09,3.8316192541648445e-10,1219283.6454673677,84521.01295951863,0.5539428032474111,0.964404433108787
5707,XOXMED_clean,1.16e-07,1.19e-08,6,2,5.183117534,1.049206979,499.0139898,6.667288590850368e-09,4.1536470883532395e-10,1470725.4244522871,91624.56812543911,0.4854271268746064,0.9641294129079779
5708,XUBGUY_clean,8.36e-08,1.39e-08,6,2,14.11419577,1.847977234,841.8363476,2.2073823914778556e-08,1.4416101487431532e-09,4869225.863554093,318002.2386933426,0.04586654978503664,0.8488901599363484
5709,XUDNUH_clean,1.12e-07,2.19e-08,6,2,7.03755648,0.926924058,492.6482367,8.62907681203222e-09,6.667053539836224e-10,1903472.8261835778,147067.3574963873,0.3509231099213782,0.9462830809859892
5710,XUDPET_clean,6.71e-08,3.59e-09,6,2,11.29363099,2.178242877,665.2178662,1.1202307884481942e-08,3.4679545483632055e-10,2471097.327459252,76498.99739036482,0.1793184253843653,0.9689359486648519
5711,XUDPIX_clean,9.04e-08,1.83e-08,6,2,6.842250567,0.846942932,558.8836527,7.6820352857212e-09,5.774779225468214e-10,1694566.6071443823,127384.83585591648,0.4197565377832486,0.9527137611282998
5712,XUDPOD_clean,1.13e-07,2.24e-08,6,2,6.62390487,0.83874789,552.1656064,9.184369928190653e-09,6.916040876991987e-10,2025963.9547479383,152559.7252277644,0.3092762375069719,0.9441086750769309
5713,XUDVAV_clean,3.6e-08,6.72e-09,6,2,9.757835916,0.820863679,1234.073619,9.63351030597304e-09,4.5382678255003467e-10,2125039.038082288,100108.8490919194,0.27494517401654434,0.961706201350176
5714,XUDYEC_clean,4.67e-08,1.16e-08,6,2,4.539896461,0.520648437,1109.01131,5.224999945622698e-09,4.465265373290094e-10,1152573.5174167715,98498.50088139913,0.5727796388111576,0.9579191641684051
5715,XUFPIZ_clean,7.65e-09,9.69e-10,6,2,1.371013276,0.108822782,1319.834755,3.076168651093053e-10,9.278374602332494e-12,67856.66142117028,2046.7002799262852,0.7428102011941734,0.9891725168239814
5716,XUFWAX_clean,3.86e-08,4.41e-09,6,2,12.37035524,2.215427656,893.5093909,9.481042289385963e-09,5.819745921556989e-10,2091406.3873645505,128376.74826963947,0.286509792570152,0.9519512245557442
5717,XUFWEB_clean,3.69e-08,4.46e-09,6,2,12.54903886,2.22430321,890.1538102,9.159871299573029e-09,5.887116679533528e-10,2020559.8454940505,129862.86793088666,0.3100135628788757,0.9517203312366086
5718,XUFWIF_clean,5.52e-08,4.6e-09,6,2,13.25244115,2.225929147,851.4372491,1.3841243031581853e-08,5.812066234813781e-10,3053215.374613644,128207.34341500989,0.0852475773438936,0.9443357004728636
5719,XUFWOL_clean,3.52e-08,3.97e-09,6,2,12.52262049,2.458954409,1055.748873,1.0341558553782492e-08,6.870848155905814e-10,2281226.1515696673,151562.8269685106,0.22721076350009273,0.9428592934321454
5720,XUFWOM_clean,1.13e-07,1.87e-08,6,2,12.53360959,0.285359489,813.3338441,2.5598288935911464e-08,2.893420209063478e-10,5646681.382921646,63825.44578816495,0.04896573699922449,0.9636696144428424
5721,XUFYAA_clean,4.51e-08,7.17e-09,6,2,10.35613567,2.156825786,589.1896554,6.115287402253356e-09,6.074325730901413e-10,1348960.4563794166,133992.47935811942,0.5268337040932083,0.9478384547238825
5722,XUFYEE_clean,1.59e-08,3.04e-09,6,2,12.03253848,3.059259278,690.1428813,2.9341403408322477e-09,4.278954052532359e-10,647236.8398894664,94388.69233527263,0.6751492626645182,0.942254426269397
5723,XUGROI_clean,7.69e-08,1.85e-08,6,2,13.32480888,1.324877555,794.5142192,1.8091579655120413e-08,1.2982486692472636e-09,3990789.6298059737,286378.38292219053,0.04858626976579941,0.8704111332635945
5724,XUGSEY_clean,6.74e-08,1.28e-08,6,2,5.256822376,1.148739481,709.5411727,5.586609132428754e-09,6.955331912324518e-10,1232340.2498004604,153426.4392424526,0.5612721444488403,0.9391003055994329
5725,XUGWUS_clean,2.97e-08,8.62e-09,6,2,2.498329679,0.141284757,1380.764555,2.2767393445287002e-09,1.121065391658724e-10,502221.9142342721,24729.383639530675,0.68872266819472,0.9801085825126046
5726,XUHCAG_clean,1.74e-08,1.09e-09,6,2,1.593898531,0.131373263,1642.620718,1.0123593564386746e-09,1.5681208234574567e-11,223314.56392029586,3459.0900517443897,0.7245709130849217,0.9941405533541467
5727,XUJPEY_clean,3.86e-08,8.95e-09,6,2,10.05704597,0.11789553,1255.062935,1.0827064653688258e-08,8.828656491009106e-11,2388323.08537241,19474.977553696557,0.20101653200409803,0.9918983395785359
5728,XUJPIC_clean,4.54e-08,1.06e-08,6,2,10.24943569,0.115249188,1238.114462,1.280277432895131e-08,1.0083545838690019e-10,2824141.3960922007,22243.115820639745,0.11787337296041342,0.9901219579137307
5729,XUJPOI_clean,3.21e-08,2.97e-09,6,2,10.63576789,0.542804056,1237.28956,9.387127528654563e-09,1.3297794673966217e-10,2070689.896026742,29333.370604337244,0.28967474086239847,0.9882803529593032
5730,XUJQAV_clean,3.32e-08,2.9e-09,6,2,10.73495019,0.561044936,1236.223869,9.790902556129237e-09,1.340915806831903e-10,2159757.9167932137,29579.02515070374,0.2629149448461728,0.9880978545061481
5731,XUKHUI_clean,1.54e-08,4.54e-09,6,2,7.781576999,0.483657889,1201.312048,3.1991283089024695e-09,1.7585661221422653e-10,705690.0681402506,38791.899753138205,0.6572094563190163,0.9763627252729322
5732,XUKLAS_clean,2.12e-08,2.34e-09,6,2,4.617085165,0.484791378,1263.002198,2.7472320153124818e-09,9.551764185373003e-11,606007.0622012827,21070.06805596986,0.6717476547948769,0.985329272567352
5733,XUKNIC_clean,6.93e-08,1.36e-08,6,2,13.27371641,0.898275768,1003.748039,2.0518138897840617e-08,8.174892368208385e-10,4526060.050994254,180328.50812224377,0.04830093341577106,0.9099021374776303
5734,XUKYEI_neutral,3.25e-07,6.9e-08,6,2,1.973515868,0.446362398,287.2027545,4.093549729670978e-09,5.897039469697964e-10,902988.9109568334,130081.75300804332,0.6333278984879612,0.9382510247584384
5735,XUMMOJ_clean,5.8e-08,1.59e-08,6,2,1.586198582,0.104927563,1081.841502,2.211753254942816e-09,1.2032589189854683e-10,487886.74741385644,26542.476154091215,0.6911406714096447,0.9781943502750899
5736,XUMMUP_clean,4.71e-08,1.33e-08,6,2,1.649544762,0.076340307,1011.950666,1.7471566234595045e-09,6.849732706668108e-11,385402.1963513613,15109.70450000318,0.7045496837573484,0.9846317208245191
5737,XUMNAW_clean,3.62e-08,1.06e-08,6,2,2.869828946,0.536708407,898.0957448,2.073359959163871e-09,3.4062431247772784e-10,457358.81452144217,75137.71598773407,0.7020875303070799,0.9389712191721954
5738,XUMNEA_clean,1.87e-08,2.63e-09,6,2,2.913081195,0.456733541,1218.42957,1.4749663512853357e-09,9.757258831123305e-11,325360.2245482358,21523.365068654348,0.7135986560709633,0.974925984475595
5739,XUMNIE_clean,5.44e-08,1.37e-08,6,2,6.036642876,0.682196451,836.7438618,6.106247525711564e-09,5.213523061966084e-10,1346966.3659657862,115004.18519042831,0.5245089239563535,0.9545484895730529
5740,XUMTUV_clean,6.66e-08,1.56e-08,6,2,9.609128182,0.14158787,1254.243338,1.78372338092671e-08,1.8468906839667448e-10,3934683.9285148014,40740.235675737014,0.05485036125264535,0.979125388405385
5741,XUNGOD_clean,1.36e-08,3.68e-09,6,2,6.994888427,0.226310321,1033.970224,2.18582414245766e-09,5.7407542035747025e-11,482167.0902480132,12663.428390238314,0.6901462874097997,0.9892992811215727
5742,XUNGUJ_clean,1.94e-08,5.33e-09,6,2,6.891212867,0.229810122,1036.023672,3.077900386325732e-09,8.460086080112792e-11,678948.6146306762,18661.9545884841,0.6590325047596148,0.9880468182108548
5743,XUNHAQ_clean,1.62e-08,5.01e-09,6,2,7.496039887,0.194914359,1011.105396,2.7285430962156954e-09,6.582437268768892e-11,601884.506518168,14520.082210519613,0.6715154764592225,0.9897579990247054
5744,XUNSAC_clean,1.52e-08,3.57e-09,6,2,6.37474731,0.272745025,1050.433512,2.2618438381184216e-09,6.818712244892412e-11,498936.1407614166,15041.277010792084,0.6879206524104797,0.9876816035414301
5745,XUNSEG_clean,1.37e-08,5.41e-09,6,2,5.755645729,0.209888521,1006.697526,1.7640102695124384e-09,7.620679457409067e-11,389119.9123924496,16810.322332519998,0.7042472717015488,0.9830868252790667
5746,XUNSIK_clean,1.75e-08,4.09e-09,6,2,7.466380371,0.238887003,1053.882801,3.0600460561692387e-09,6.864626111483424e-11,675010.1594490968,15142.557598860494,0.6592176403198522,0.9902210865448112
5747,XUNSOQ_clean,1.47e-08,7.99e-09,6,2,6.12336502,0.192254527,1014.128743,2.028560953749838e-09,1.0385446840016873e-10,447476.680974229,22909.073911801926,0.696666474139645,0.979694087275055
5748,XUNTIL_clean,9.22e-09,4.2e-09,6,2,5.522242525,0.146222094,1108.520477,1.2542312094054924e-09,4.538525190886929e-11,276668.6491335645,10011.452626956461,0.7185780899584973,0.9862491992812735
5749,XUPSAE_clean,8.44e-08,1.55e-08,6,2,10.34871132,0.271303584,1066.993608,2.070990100461954e-08,2.9912849628734077e-10,4568360.515724898,65984.22712220752,0.05010717938158277,0.9647411867433197
5750,XUTQEI_clean,1.4e-07,2.48e-08,6,2,4.034392383,0.514412718,479.6321288,6.02007531089314e-09,4.0792506013334164e-10,1327957.7891676044,89983.46914706065,0.5259868961177715,0.9635500373040672
5751,XUVHEB_clean,1.51e-08,3.11e-09,6,2,7.061494956,0.855595443,1077.282804,2.5526473112919148e-09,1.9110291880971326e-10,563083.9657261577,42155.05561978969,0.6816123861152756,0.969690223471405
5752,XUVQOW_clean,3.74e-08,3.94e-09,6,2,11.33594043,0.644072171,1196.977627,1.1277236191816265e-08,2.0250023444731024e-10,2487625.6305477056,44669.16936337726,0.17687692496348834,0.9814521329129139
5753,XUWFUR_clean,4.97e-08,1.22e-08,6,2,1.334767648,0.336868184,997.4577106,1.470428929625427e-09,2.732895709704506e-10,324359.32271149126,60284.46418465823,0.7185774354945849,0.9340208222581264
5754,XUYXAR_clean,1.48e-08,6.53e-09,6,2,3.587025419,0.046945095,1511.019491,1.7825992617279413e-09,3.0880349779570574e-11,393220.4253811635,6811.8418631405675,0.7023731235387204,0.9931014565538046
5755,XUZFUU_clean,6.7e-08,1.35e-08,6,2,5.155686257,0.147815881,1546.246344,1.1869364193815972e-08,2.057037890232502e-10,2618242.1015770524,45375.835813952246,0.14987662259955006,0.9807797903254853
5756,YABHER_clean,4.97e-08,3.95e-09,6,2,9.004209157,2.715073847,692.1502854,6.883191491324369e-09,4.948663063618899e-10,1518351.0642627282,109161.68522688746,0.4735298530066217,0.9581650174953222
5757,YABHIV_clean,3.42e-08,4.47e-09,6,2,23.83271173,6.414553213,600.0111694,1.0867918858668702e-08,1.1469434652041759e-09,2397335.0423533903,253002.2349715094,0.1898709548847299,0.9085436478411126
5758,YABPAU_clean,1.33e-08,3.16e-09,6,2,10.68397565,0.649353472,1070.494159,3.3803083538970875e-09,1.4644053016876596e-10,745656.2545361222,32303.05812546308,0.6490854922721968,0.9809475200164975
5759,YAGHAS_clean,3.79e-08,7.18e-09,6,2,7.305347784,2.612454044,1468.945959,9.038022354053863e-09,1.8369090908686878e-09,1993681.4016295283,405200.53475044586,0.334338850577381,0.8736865751161035
