Index,Adsorbent,N_0.75,N_2,H_0.25,H_6,N_wc,H_wc,N_sw,N_3p,H_3p,N_3p_sim,H_3p_sim,N2 Isotherm,N2 Opt method,qm_N2,b_N2,Error_N2,H2 Isotherm,H2 Opt method,qm_H2,b_H2,Error_H2,N_4p,H_4p,N_4p_sim,H_4p_sim,N2 Isotherm_2,N2 Opt method_2,par_N2_2,Error_N2_2,H2 Isotherm_2,H2 Opt method_2,par_H2_2,Error_H2_2,N_5p,H_5p,N_5p_sim,H_5p_sim,N2 Isotherm_3,N2 Opt method_3,par_N2_3,Error_N2_3,H2 Isotherm_3,H2 Opt method_3,par_H2_3,Error_H2_3,x_N2,x_H2,Recovery
5093,VEHLAW_clean,0.507467758,1.138920895,0.681656977,5.027007542,0.631453137,4.345350565,0.145316961,8,10.0,2.539244439,6.0508144,Lang,COBYLA,4.334551244,0.176897687,0.175635667,Lang,BFGS,7.582139713,0.395135789,3.288110548,NaN,15.0,NaN,6.920378559,NaN,NaN,NaN,NaN,Sips,BFGS,[11.22638928  0.19188345  0.78481771],0.778022133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07139098474714217,0.9286090152528579,-3.3357902894035965
5094,VEHLIE_clean,0.463342627,1.058612613,0.505086829,5.095869808,0.595269986,4.590782979,0.129666331,8,10.0,2.487646553,6.174286662,Lang,COBYLA,4.539127645,0.151676594,0.065059718,Lang,L-BFGS-B,8.669337331,0.247461458,0.86030109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07560054585898618,0.9243994541410139,-3.0758059069452077
5113,VETMIS_clean,0.340072223,0.896940487,0.176667359,3.994849111,0.556868264,3.818181752,0.145846453,8,10.0,3.222208393,6.587683049,Lang,LeftInv,26.13974718,0.017575013,0.186844816,Freu,COBYLA,0.688351496,0.981039952,0.02907051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17805767306036802,0.821942326939632,-0.5387192864957555
5114,VEWKUF_clean,0.466820012,1.106844645,0.282706733,5.465405101,0.640024633,5.182698368,0.123492549,8,10.0,3.240897942,8.44638437,Lang,CG,8.41226418,0.078337557,0.67893504,Freu,COBYLA,1.013464582,0.92097115,1.325959961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.141530270799185,0.858469729200815,-1.021875424843174
5120,VEYREY_clean,1.122309269,1.960309349,0.965000413,6.467929838,0.83800008,5.502929425,0.152282542,8,10.0,3.568041573,8.253292558,Freu,COBYLA,1.291709851,0.488721942,3.488619013,Freu,COBYLA,2.161836147,0.581906116,2.657615715,12.0,NaN,4.109289956,NaN,Sips,trust-constr,[7.89524496 0.20138638 0.67788589],0.610379435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11345227381497265,0.8865477261850273,-1.6047596825630328
5126,VICYUD_clean,0.515652935,1.116230358,1.608362417,8.989934547,0.600577423,7.38157213,0.081361722,8,10.0,2.491361595,10.12493859,Lang,SLSQP,4.12723668,0.190365968,0.63823364,Lang,CG,11.71561402,0.636518197,1.997166322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008500000000000002,0.9915,-37.88235294117646
5156,VIXWEF_clean,0.478703159,1.08251728,0.411026407,8.35965785,0.603814121,7.948631443,0.075964539,8,10.0,2.319645804,12.18286702,Lang,COBYLA,3.852143237,0.189306911,0.771340133,Lang,COBYLA,45.86316077,0.036272096,0.805404912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.041534959156022455,0.9584650408439775,-6.692034696551943
5157,VIYSON_clean,0.505381142,1.053792584,1.759563083,6.977320786,0.548411442,5.217757703,0.105104812,8,10.0,2.165054824,7.605275665,Lang,Powell,3.279019006,0.242944864,0.641993246,Lang,SLSQP,8.313464697,1.073903725,2.165481095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008000000000000002,0.992,-40.33333333333332
5158,VIYTAA_clean,0.467570578,0.999876154,1.78728324,7.0849935,0.532305576,5.29771026,0.100478424,8,10.0,2.181893855,7.706409946,Lang,SLSQP,3.515177033,0.204560771,0.697584669,Lang,SLSQP,8.421550281,1.077606682,2.033855343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008500000000000002,0.9915,-37.88235294117646
5159,VIYVIK_clean,0.491144472,1.056845355,1.867240802,7.001246248,0.565700883,5.134005446,0.110187044,8,10.0,2.193500639,7.579747498,Lang,SLSQP,3.419659519,0.223615029,0.002902164,Lang,trust-constr,8.22494836,1.174788743,2.039633258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008187500000000002,0.9918125,-39.379134860050875
5173,VOLRAQ01_clean,2.601165256,4.565332901,3.136518124,18.43009497,1.964167645,15.29357685,0.128430887,8,10.0,7.857658234,23.08743363,Lang,SLSQP,9.934464777,0.47294097,2.896946654,Freu,COBYLA,6.64114152,0.54123252,2.64897091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.016750000000000004,0.98325,-18.56716417910447
5179,VOPCEK_clean,0.838780149,1.396861696,2.549729794,7.901510749,0.558081547,5.351780955,0.104279594,8,3.0,2.265271345,6.923750456,Lang,TNC,2.748888017,0.585502803,3.474420031,Lang,trust-constr,8.695009739,1.659634608,3.419556218,12.0,4.5,2.525130702,7.501412884,Quad,COBYLA,[1.96945261 0.90169508 0.04150824],0.609611166,Quad,COBYLA,[4.88176389 3.54187893 1.07537959],0.498454632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010125000000000002,0.989875,-31.588477366255134
5186,VOTKEW_clean,0.601690102,1.218305424,0.414359158,4.222988867,0.616615322,3.808629709,0.16189952,8,10.0,2.38573617,4.959456195,Lang,SLSQP,3.441281109,0.282524045,0.781266315,Lang,COBYLA,6.900152402,0.255651552,0.5838835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10619447191343127,0.8938055280865688,-1.8055620095905764
5188,VOXTUZ_clean,1.350847738,2.635954243,1.339700078,8.623749964,1.285106505,7.284049886,0.176427472,8,10.0,4.639060807,9.649258642,Lang,BFGS,6.2003965,0.371401618,0.118125546,Lang,SLSQP,11.47409813,0.528773088,0.698317012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07397295854976778,0.9260270414502322,-3.1728178314747115
5189,VOXVAH_clean,0.493059249,1.061989554,4.019533103,11.02360923,0.568930305,7.004076127,0.081228458,8,3.0,2.397108406,9.887013643,Lang,SLSQP,3.991808778,0.187897,0.859969728,Lang,SLSQP,11.92723032,2.033225557,2.969551042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021875000000000006,0.9978125,-151.04761904761898
5198,VUGXAY_clean,0.68008264,1.3444793,0.862900061,7.90453069,0.66439666,7.041630629,0.094352671,8,10.0,2.818846787,9.319836848,Lang,CG,4.178114817,0.259224737,2.215416133,Lang,SLSQP,12.44799434,0.29792806,0.531989455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033459438476751764,0.9665405615232482,-8.628977706791845
5199,VUGYED_clean,0.777756372,1.486907416,0.830223649,7.818539452,0.709151044,6.988315803,0.101476674,8,10.0,2.823652294,9.102143211,Lang,CG,3.87929217,0.334353191,1.909205519,Lang,COBYLA,12.22546964,0.291524844,0.279743797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03628299012596412,0.9637170098740359,-7.853708092307048
5200,VUGYIH_clean,0.761873195,1.460348909,0.860510277,7.839887532,0.698475714,6.979377255,0.100077083,8,10.0,2.830186222,9.076349172,Lang,TNC,3.935399072,0.320095225,2.112961213,Lang,COBYLA,12.01869146,0.308574295,0.254041602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03500000000000001,0.965,-8.190476190476186
5211,VUJBEI_clean,1.347599202,2.273792893,0.509012012,9.805407583,0.926193691,9.296395571,0.099629333,8,10.0,4.401320383,14.38773537,Freu,COBYLA,1.556111768,0.500098026,1.379695614,Lang,SLSQP,47.82466754,0.043029464,0.033998446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22959921011263967,0.7704007898873604,-0.11847189356532395
5212,VUJBIM_clean,1.334064737,2.322355853,0.523007254,10.05053871,0.988291116,9.527531456,0.103730029,8,10.0,4.574969849,14.77867504,Freu,COBYLA,1.549652277,0.520713853,1.765937705,Lang,SLSQP,49.0859003,0.043077474,0.12463978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20857162837597282,0.7914283716240271,-0.26483865165239107
5217,VUKSOL_clean,0.894017496,1.913898745,4.160326605,15.40550637,1.019881249,11.24517977,0.090694971,8,10.0,3.633334159,16.70129868,Lang,COBYLA,5.319484144,0.269453697,1.076586942,Lang,trust-constr,18.10032371,1.193781202,2.197677144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002937500000000001,0.9970625,-112.14184397163116
5222,VULKIX_clean,0.913585415,1.555402826,2.496525753,7.684431712,0.641817411,5.187905959,0.123714157,8,3.0,2.554367135,6.806914861,Lang,SLSQP,3.13723204,0.5477929,2.982576621,Lang,SLSQP,8.447679676,1.678007903,2.679331206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009375000000000003,0.990625,-34.22222222222221
5223,VULKOD_clean,0.607672909,1.195833632,1.323794718,5.05873691,0.588160723,3.734942192,0.157475188,8,10.0,1.983903279,5.569571175,Lang,COBYLA,2.590961091,0.408608421,1.286159871,Lang,trust-constr,6.068643477,1.115984769,3.009995197,NaN,4.5,NaN,4.740307461,NaN,NaN,NaN,NaN,Quad,DiffEv,[3.42370223 2.24504006 0.42059625],0.057170913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.019937500000000004,0.9800625,-15.385579937304072
5231,VUQKAU_clean,0.945492385,1.879095,2.516960764,11.21336278,0.933602615,8.696402016,0.107355043,8,10.0,3.56939363,12.46061376,Lang,BFGS,5.00676946,0.310408871,0.850112305,Lang,trust-constr,13.86513745,0.887177155,2.664976268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009062500000000003,0.9909375,-35.448275862068954
5232,VUQKAU01_clean,1.139534057,2.094095921,2.842986725,10.63701952,0.954561864,7.794032795,0.122473422,8,10.0,3.607354622,11.76453989,Lang,SLSQP,4.648893922,0.432944289,1.480458266,Lang,SLSQP,12.79399404,1.142793551,3.420586185,NaN,4.5,NaN,9.962820938,NaN,NaN,NaN,NaN,Quad,DiffEv,[7.39642236 2.258243   0.36458433],0.115910247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011312500000000003,0.9886874999999999,-28.132596685082863
5233,VUQKAU02_clean,1.074166989,2.001485907,2.757058825,10.82507709,0.927318918,8.068018265,0.114937632,8,10.0,3.577416871,11.98346067,Lang,BFGS,4.713807099,0.393506652,1.718456793,Lang,trust-constr,13.10823645,1.065408762,3.191167062,NaN,4.5,NaN,10.04354432,NaN,NaN,NaN,NaN,Sips,CG,[15.61423306  0.59908134  0.74109764],0.250011024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007187500000000003,0.9928125,-45.04347826086955
5260,WAGQAY_clean,0.425988709,1.088711862,0.27779792,6.078851274,0.662723153,5.801053354,0.114241865,8,10.0,3.516476685,9.358238931,Lang,CG,14.09423547,0.041555072,0.134895408,Lang,L-BFGS-B,49.83455001,0.023119307,0.075133109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13150418439789086,0.8684958156021092,-1.2014402547433023
5272,WAMREJ_clean,0.423529309,1.051267121,0.395148958,8.348867339,0.627737812,7.953718381,0.078923817,8,10.0,3.396573442,12.52742184,Lang,SLSQP,12.40423706,0.047134479,0.336572542,Lang,COBYLA,58.70039503,0.027231454,0.528096105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08973856401552835,0.9102614359844716,-2.3811603962036516
5276,WANHAX_clean,0.913830756,1.572072346,1.049280817,9.671259418,0.65824159,8.621978601,0.07634461,8,10.0,3.501022974,11.58303158,Freu,SLSQP,1.075868065,0.567425074,0.496102692,Lang,BFGS,15.5981696,0.288484023,1.179428294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11349920587976553,0.8865007941202345,-1.6035447773950127
5285,WAQFIG_clean,0.687817466,1.417687788,0.51270497,9.990286024,0.729870322,9.477581054,0.07701019,8,10.0,3.555232521,14.54373075,Freu,COBYLA,0.83986524,0.694018346,1.187430839,Lang,COBYLA,48.75689472,0.042609166,0.278363259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09423650617273018,0.9057634938272698,-2.2038662814566314
5291,WASMUB_clean,0.533672733,1.116551895,0.433322071,4.024978568,0.582879162,3.591656497,0.162287001,8,10.0,2.587672835,5.238134041,Lang,BFGS,4.299544666,0.188950542,1.760574563,Freu,COBYLA,1.105583369,0.675695498,3.783725709,NaN,15.0,NaN,6.293862559,NaN,NaN,NaN,NaN,Sips,BFGS,[13.20206814  0.10338759  0.80358037],0.12535877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12340460583566054,0.8765953941643394,-1.3678084196514577
5292,WASMUB01_clean,0.550099593,1.142042446,0.443633966,4.014797672,0.591942853,3.571163706,0.165756292,8,10.0,2.606835857,5.241525202,Lang,CG,4.251041347,0.198183566,1.814548839,Freu,COBYLA,1.122162603,0.669512272,3.496444446,NaN,15.0,NaN,6.305472093,NaN,NaN,NaN,NaN,Sips,DiffEv,[13.57433064  0.10138673  0.79268531],0.023140465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12385278298768271,0.8761472170123172,-1.358033992393079
5293,WASMUB02_clean,0.459476707,0.992867172,0.341329039,3.672962168,0.533390465,3.331633129,0.1600988,8,10.0,2.346710406,4.890706772,Lang,trust-constr,4.080518513,0.169187593,1.186721836,Freu,COBYLA,0.928322389,0.721782398,3.674661224,NaN,15.0,NaN,5.970718882,NaN,NaN,NaN,NaN,Sips,CG,[13.05417054  0.08622428  0.84188695],0.1085574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1295706517931316,0.8704293482068683,-1.239265698317158
5297,WAWGOQ_clean,0.37712742,0.943857309,0.386248065,6.143207181,0.566729889,5.756959116,0.098442577,8,10.0,2.739674108,8.886365389,Lang,COBYLA,7.784537464,0.067982794,0.303112334,Lang,Powell,20.39463254,0.077217233,2.132999316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0829709284433274,0.9170290715566726,-2.6841380821036274
5332,WETPES_clean,1.469552768,2.34471642,0.707536046,10.31407564,0.875163652,9.606539594,0.091100822,8,10.0,4.714100495,14.19542767,Freu,L-BFGS-B,1.693193166,0.49241198,0.663005094,Lang,SLSQP,27.76886165,0.104582407,1.679873108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2165699588908505,0.7834300411091495,-0.20581519419319494
5357,WIJXIY_clean,0.350214501,0.860304739,0.340145075,6.413314565,0.510090238,6.07316949,0.083990779,8,10.0,2.868812913,9.82436391,Freu,COBYLA,0.452303803,0.888507924,0.526985041,Lang,SLSQP,34.46773099,0.039866121,1.460027602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10113909415238384,0.8988609058476161,-1.9624578355207998
5376,WISKOA_clean,0.571739882,1.266495048,1.076497948,5.802584885,0.694755166,4.726086937,0.147004314,8,10.0,2.624057919,6.616082416,Lang,COBYLA,4.174027885,0.211720068,0.698356674,Lang,SLSQP,7.621749135,0.657880054,2.903336068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.039838169002706716,0.9601618309972932,-7.033851747654845
5381,WITKIV_clean,0.530727615,1.242906521,0.42615141,6.54552041,0.712178906,6.119369,0.116381102,8,10.0,3.349925649,9.056164005,Lang,BFGS,7.43622116,0.102474405,0.44879383,Lang,SLSQP,18.83801965,0.092581195,1.216322913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09946258060065341,0.9005374193993466,-2.018010773368273
5383,WIVVII_clean,1.253463273,1.997793292,2.198911541,5.404331337,0.744330019,3.205419796,0.23220984,8,3.0,2.900364186,4.724218486,Lang,BFGS,3.356587026,0.794667621,2.190398589,Freu,COBYLA,3.255122451,0.28304859,5.076398563,NaN,4.5,NaN,5.158101889,NaN,NaN,NaN,NaN,Quad,DiffEv,[3.28213529 6.11184524 1.99310092],0.770482378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04125000000000001,0.95875,-6.747474747474746
5389,WIZKOH_clean,1.161110166,2.13198883,0.920327788,11.28361658,0.970878664,10.36328879,0.093684417,8,10.0,4.035798535,13.3702297,Lang,SLSQP,5.425323537,0.363054805,3.017437395,Lang,COBYLA,20.47086081,0.188396528,1.955983019,12.0,NaN,4.789042507,NaN,Sips,CG,[12.58688175  0.12245975  0.64885822],1.440252966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1006350320642589,0.899364967935741,-1.9789658381966024
5396,WOBQEL_clean,0.73400004,1.564124983,1.676406771,8.880895103,0.830124943,7.204488332,0.115223303,8,10.0,3.470678585,9.95542146,Lang,CG,5.649825175,0.199084684,0.945703225,Lang,SLSQP,11.39885036,0.689705958,2.088740901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.026812500000000003,0.9731875,-11.098679098679098
5399,WODREO_clean,0.477957335,1.019290028,1.370934395,7.516362282,0.541332693,6.145427887,0.088087063,8,10.0,2.254683665,8.452767773,Lang,L-BFGS-B,3.663482025,0.200053799,0.897523746,Lang,SLSQP,9.743305327,0.654979333,2.042733636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011000000000000003,0.989,-28.96969696969696
5432,WOYHUP_clean,0.846809365,1.78755032,1.070841588,12.4676946,0.940740955,11.39685301,0.082543923,8,10.0,4.074905421,15.8481854,Lang,SLSQP,6.728207997,0.191968539,1.413190839,Lang,TNC,24.52671022,0.182613816,1.389211828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03358496104406493,0.9664150389559351,-8.59174393252937
5433,WOYJAX_clean,1.020943692,2.058293437,1.464157574,13.16943724,1.037349745,11.70527967,0.08862238,8,10.0,4.540656386,16.05785301,Lang,SLSQP,7.057762348,0.225485501,2.219435637,Lang,SLSQP,21.57075945,0.291277594,2.178838313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.028636134625739624,0.9713638653742603,-10.30697139668132
5434,WOYJEB_clean,0.88091759,1.856494205,1.164182136,12.64528648,0.975576615,11.48110434,0.084972367,8,10.0,4.23652279,15.79232343,Lang,SLSQP,6.991653479,0.192210927,1.46119626,Lang,CG,23.29887502,0.210380545,1.400170156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0336054796119038,0.9663945203880961,-8.585683957384319
5435,WOYJIF_clean,0.820955163,1.718459523,1.047843333,12.92465971,0.89750436,11.87681638,0.075567756,8,10.0,4.108596667,16.48520478,Lang,L-BFGS-B,7.014568404,0.176730873,1.991830223,Lang,BFGS,26.49318156,0.164720642,0.913081291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03410961262628917,0.9658903873737108,-8.439082934930722
5436,WOYJOL_clean,0.963813068,1.942233209,1.231495049,13.17671297,0.978420141,11.94521792,0.08190894,8,10.0,4.4027101,16.4412567,Freu,COBYLA,1.159285422,0.641828287,2.239592968,Lang,SLSQP,24.06100135,0.215771773,1.512690187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08016235387085269,0.9198376461291473,-2.824894528467697
5450,WUKXEH_clean,1.022357324,1.951208742,0.567066342,10.43036933,0.928851418,9.863302988,0.094172451,8,10.0,4.245857363,14.84916323,Freu,COBYLA,1.215555015,0.601588172,1.911905859,Lang,COBYLA,41.92229653,0.054948334,0.16161569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13342860633121892,0.8665713936687811,-1.1648815734901503
5451,WULJUJ_clean,0.626075971,1.53362752,1.035581002,13.04411467,0.907551549,12.00853367,0.075575551,8,10.0,4.009126878,16.7269999,Lang,COBYLA,9.090825362,0.09871685,0.593984446,Lang,SLSQP,27.35506778,0.157385181,0.889192158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03750576638516237,0.9624942336148377,-7.55418891885035
5452,WULKAQ_clean,0.643896121,1.548267115,1.034614888,12.99644315,0.904370994,11.96182826,0.075604747,8,10.0,4.017612664,16.69319237,Lang,COBYLA,8.772454033,0.105718958,0.296094849,Lang,L-BFGS-B,27.27954592,0.157685949,0.979556719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03701156530034019,0.9629884346996598,-7.6728605584518785
5482,XACYAB_clean,0.520074646,1.213969737,0.396090269,4.728248513,0.693895091,4.332158244,0.160173071,8,10.0,3.125349299,6.182246728,Lang,BFGS,6.487044714,0.116211799,0.208896834,Lang,SLSQP,9.884783261,0.16697323,2.182061744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12475996903412154,0.8752400309658784,-1.338463845793631
5485,XADDEN_manual,0.822663985,1.832170247,1.17377144,13.3985906,1.009506262,12.22481916,0.082578421,8,10.0,4.338597517,17.0531408,Lang,CG,7.77696011,0.15772761,0.538580366,Lang,CG,26.11046094,0.188280142,1.641954002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03336824304962235,0.9666317569503776,-8.656204708499706
5486,XADDIR_manual,0.787333669,1.727494141,1.12430848,13.33683423,0.940160472,12.21252575,0.076983295,8,10.0,4.33487772,17.02052542,Lang,Powell,8.119494443,0.143174324,1.301195062,Lang,SLSQP,26.7001217,0.175839217,1.346565846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03593141907888792,0.964068580921112,-7.943598718849058
